date,topic,article_name,url,media_name,extraction_date
2020-05-06,ciudades,coronavirus: con el transito volvieron los que estacionan en cualquier lado y suman gruas para levantarlos ,https://www.clarin.com/ciudades/coronavirus-ciudad-aumento-transito-gruas-vuelven-acarrear-vehiculos-mal-estacionados_0_OFVX4NRjb.html,clarin,2020-05-06
2020-05-05,ciudades,"coronavirus: para resolver el problema del agua en la villa 31, retomaran las obras que se pararon por la cuarentena ",https://www.clarin.com/ciudades/coronavirus-resolver-problema-agua-villa-31-retomaran-obras-pararon-cuarentena_0_hzaj5JmwI.html,clarin,2020-05-06
2020-05-05,ciudades,"coronavirus: para frenar el aumento de contagios, en la villa 31 hicieron 39 hisopados y 9 fueron positivos ",https://www.clarin.com/ciudades/coronaviris-frenar-aumento-contagios-villa-31-relevaron-158-hogares-hicieron-39-hisopados_0_8de_TfH_hO.html,clarin,2020-05-06
2020-05-06,tecnologia,ciberseguridad e inteligencia artificial: una plataforma online ofrece cursos gratis en espanol ,https://www.clarin.com/tecnologia/ciberseguridad-inteligencia-artificial-plataforma-online-ofrece-cursos-gratis-espanol_0_dwxZL5ZJW.html,clarin,2020-05-06
2020-05-06,tecnologia,ahora se puede previsualizar una pelicula o serie de netflix dentro de whatsapp ,https://www.clarin.com/tecnologia/ahora-puede-previsualizar-pelicula-serie-netflix-dentro-whatsapp_0_n4nZbuufZ.html,clarin,2020-05-06
2020-05-06,tecnologia,como funciona la app de facebook que permite navegar desde el celular sin usar datos ,https://www.clarin.com/tecnologia/funciona-app-facebook-permite-navegar-celular-usar-datos_0_elqurb86T.html,clarin,2020-05-06
2020-05-06,tecnologia,zoom lanzo una nueva actualizacion que mejora la seguridad de las videollamadas ,https://www.clarin.com/tecnologia/zoom-lanzo-nueva-actualizacion-mejora-seguridad-videollamadas_0_lI8JrUTQa.html,clarin,2020-05-06
2020-05-05,tecnologia,"valorant, el juego que busca destronar a fortnite y al counter strike, llego a latinoamerica ",https://www.clarin.com/tecnologia/valorant-fortnite-riot-games-_0_b7bI5DUwp.html,clarin,2020-05-06
2020-05-05,tecnologia,el record por el videojuego donkey kong llego a los los tribunales de estados unidos por una extrana polemica ,https://www.clarin.com/tecnologia/record-videojuego-donkey-kong-llego-tribunales-unidos-extrana-polemica_0_cJUDSrHZS.html,clarin,2020-05-06
2020-05-06,policiales,"coronavirus en argentina: tras el fallo de la corte, como ""cuidaran"" del covid 19 a los presos del spb ",https://www.clarin.com/policiales/coronavirus-argentina-fallo-corte-cuidaran-covid-19-presos-spb_0_Boet9nlot.html,clarin,2020-05-06
2020-05-06,policiales,los dos presos heridos de bala en el motin de devoto tienen covid 19 y uno quedo paraplejico ,https://www.clarin.com/policiales/presos-heridos-bala-motin-devoto-covid-19-quedo-hemiplejico_0_oDqx80Xfi.html,clarin,2020-05-06
2020-05-06,policiales,una nena de tres anos murio con quemaduras graves: detuvieron a su madre y al padrastro ,https://www.clarin.com/policiales/nena-anos-murio-quemaduras-graves-detuvieron-madre-padrastro_0_vSYpNN0uA.html,clarin,2020-05-06
